يجري طفل
بشكل واضح
واضح لكنه
لكنه لا
لا يتفاعل
يتفاعل معه
معه قصدا
قصدا هو
هو يفضل
يفضل ان
ان يكون
يكون مراقبا
مراقبا علي…
خطوط كتابات
كتابات الشخصيات
ما هي
هي الامور
الامور الي
الي تتعب
تتعب الشخصيات؟
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
وهو يقسم
يقسم الشخصيات
الشخصيات ١٦
١٦ نمط
نمط طلع
طلع لي
لي المعماري
و و
و متحمسون
متحمسون لاكتشاف
لاكتشاف مكان
مكان جديد
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
ما هي
هي الامور
الامور الي
الي تتعب
تتعب الشخصيات؟
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
مشاكل متوقعه
متوقعه قد
قد تقع
تقع بها
بها الشخصيات
مشاكل متوقعه
متوقعه قد
قد تقع
تقع بها
بها الشخصيات
الشخصيات حسب
حسب تصنيف
تصنيف هوغوارتز
هوغوارتز في
في هاري
هاري بوتر
بوتر 😂😂😂
😂😂😂 😍😍😍😍
ما هي
هي الامور
الامور الي
الي تتعب
تتعب الشخصيات؟
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
لن تعجب
تعجب فتاه
فتاه بالصوره
بالصوره التي
التي يراها
يراها المجتمع
المجتمع في
في المراه،
المراه، ولا
ولا تحب
تحب ان
ان تكون
تكون كذلك
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
كن حذرا
حذرا عندما
عندما تجادل
تجادل ال
محمد انت
انت ليه
ليه بتبدا
بتبدا الحاجات
الحاجات و
و م
م بتتمها
بتتمها ؟
؟ شوف
شوف الحاجات
الحاجات مجدعه
مجدعه في
في الاوضه
الاوضه كيف
كيف و
و م
م تميت
تميت منها
منها شي
ما هي
هي الامور
الامور الي
الي تتعب
تتعب الشخصيات؟
والله ي
ي خالتو
خالتو ايمان
ايمان ده
ده سؤال
سؤال صعب؟
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
حسنا، لمن
لمن لا
لا يعرف
يعرف القاب
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
حبيت استايل
استايل اللبس
لنتبادل العبارات
العبارات اللطيفه
اللطيفه ونناقش
ونناقش افكارنا
افكارنا ونبحث
ونبحث عن
عن اهتمامتنا
اهتمامتنا في
في جميع
جميع مجالات
مجالات الحياه
الحياه ونعالج
ونعالج مشاكلنا
مشاكلنا لنصبح
لنصبح جزء
جزء ﻣﻘﺒﻮل
ﻣﻘﺒﻮل ومنتج
ومنتج ﻓﻲ
ﻓﻲ هذا
هذا ال…
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
غش مالي
مالي شغل
شغل غش
غش جذابين
جذابين 🌚💔
🌚💔 ساكرا
ساكرا ما
ما تمثلنا
تمثلنا 🌚💔
خطوط كتابات
كتابات الشخصيات
الشخصيات و
و التعامل
التعامل مع
مع المشكلات
اذا كانت
كانت احدي
احدي الشخصيات
الشخصيات تشعر
تشعر بالحزن
بالحزن ماذا
ماذا تفعل
تفعل لكل
لكل منها
منها ؟
نظره الانطوائين
الانطوائين من
من يبدؤون
يبدؤون بال
بال لك
لك عندما
عندما يعجبون
يعجبون بك
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
كل صباح
نفس الشي
الشي معي
معي ما
ما احب
احب الاشياء
الاشياء السهله
السهله احب
احب التحدي
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
اب و
و ابنته
ما هي
هي الامور
الامور الي
الي تتعب
تتعب الشخصيات؟
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
ياتيه احساس
احساس يخبره
يخبره انت
انت لست
لست الشخص
الشخص الذي
الذي في
في السابق
بس مشكلتي
مشكلتي بالكسل
بالكسل يمنعني
يمنعني اكمل
اكمل التحدي
التحدي واكنسل
واكنسل السالفه
السالفه كلها
كلها 🌚
يحاول اختراق
اختراق جهاز
جهاز احدا
احدا ما
ما لكن
لكن بدا
بدا بالفشل
انا لا
لا اعني
اعني شيئا
هادئ، عاقل
عاقل الناس
الناس في
في عالم
عالم وهو
وهو في…
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
غش مالي
مالي شغل
شغل غش
غش جذابين
جذابين 🌚💔
🌚💔 ساكرا
ساكرا ما
ما تمثلنا
تمثلنا 🌚💔
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
لنتبادل العبارات
العبارات اللطيفه
اللطيفه ونناقش
ونناقش افكارنا
افكارنا ونبحث
ونبحث عن
عن اهتمامتنا
اهتمامتنا في
في جميع
جميع مجالات
مجالات الحياه
الحياه ونعالج
ونعالج مشاكلنا
مشاكلنا لنصبح
لنصبح جزء
جزء ﻣﻘﺒﻮل
ﻣﻘﺒﻮل ومنتج
ومنتج ﻓﻲ
ﻓﻲ هذا
هذا المجتمع
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
ما هي
هي الامور
الامور الي
الي تتعب
تتعب الشخصيات؟
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
خطوط كتابات
كتابات الشخصيات
انا العبقريه
العبقريه الصامته
الصامته الكسوله
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
اذا كانت
كانت احدي
احدي الشخصيات
الشخصيات تشعر
تشعر بالحزن
بالحزن ماذا
ماذا تفعل
تفعل لكل
لكل منها
منها ؟
الناس المقربين
المقربين ل
ل من
من لم
لم يفهموه
يفهموه فقط
فقط يرونه
سويت اختبار
اختبار تحديد
تحديد الشخصيه
الرابط 👇🏼
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
والقاب كثيره
كثيره اخري
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
خطوط كتابات
كتابات الشخصيات
سويت اختبار
اختبار تحديد
تحديد الشخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
ما هي
هي الامور
الامور الي
الي تتعب
تتعب الشخصيات؟
مشاكل متوقعه
متوقعه قد
قد تقع
تقع بها
بها الشخصيات
اذا كانت
كانت احدي
احدي الشخصيات
الشخصيات تشعر
تشعر بالحزن
بالحزن ماذا
ماذا تفعل
تفعل لكل
لكل منها
منها ؟
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
مع انهم
انهم منفتحين
منفتحين مع
مع كل
كل جديد
جديد الا
الا انهم
انهم لا
لا يحبون
يحبون التغيير
التغيير في
في الامور
الامور الكبيره
الكبيره وظيفه
وظيفه ،
، اصدقاء
اصدقاء ،
، زواج
زواج لذلك
لذلك يعرف
يعرف عنهم
عنهم الو…
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
الشخصيات و
و التعامل
التعامل مع
مع المشكلات
ما هي
هي الامور
الامور الي
الي تتعب
تتعب الشخصيات؟
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
و المسكين
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
الشخصيات و
و التعامل
التعامل مع
مع المشكلات
الشخصيات في
في الفصل
مشاكل متوقعه
متوقعه قد
قد تقع
تقع بها
بها الشخصيات
ما هي
هي الامور
الامور الي
الي تتعب
تتعب الشخصيات؟
اشغلني كثيرا
كثيرا موضوع
موضوع تغير
تغير النمط
النمط و
و تطوير
تطوير الوظائف
الوظائف وهل
وهل يولد
يولد الانسان
الانسان بنمطه
بنمطه ام
ام يكتسبه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
غش مالي
مالي شغل
شغل غش
غش جذابين
جذابين 🌚💔
🌚💔 ساكرا
ساكرا ما
ما تمثلنا
تمثلنا 🌚💔
المتطلبات العاطفيه
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
الكثير من
من الاشخاص،
الاشخاص، يعتقدون
يعتقدون ان
ان ،
، شخصا
شخصا بلا
بلا مشاعر،
مشاعر، ولكن
ولكن لو
لو استطعت
استطعت القاء
القاء نظره
نظره علي
علي ما
ما في
في داخله،
داخله، لاغرقت
لاغرقت بمشاعره
بمشاعره الفياضه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
ما هي
هي الامور
الامور الي
الي تتعب
تتعب الشخصيات؟
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
منذ الان،
الان، تمت
تمت اضافه
اضافه لقب
لقب جديد
جديد من
من القاب
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
يحاول ان
ان يكون
يكون اجتماعيا
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
نظرات ال
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
بمعني شخص
شخص متجدد
الناس الغير
الغير مقربين
اليه وظيفه
وظيفه التفكير
التفكير الداخلي
متكبر مغرور
مغرور ذكي
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الشخصيات و
و التعامل
التعامل مع
مع المشكلات
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
و اصدقاء
لنتبادل العبارات
العبارات اللطيفه
اللطيفه ونناقش
ونناقش افكارنا
افكارنا ونبحث
ونبحث عن
عن اهتمامتنا
اهتمامتنا في
في جميع
جميع مجالات
مجالات الحياه
الحياه ونعالج
ونعالج مشاكلنا
مشاكلنا لنصبح
لنصبح جزء
جزء ﻣﻘﺒﻮل
ﻣﻘﺒﻮل ومنتج
ومنتج ﻓﻲ
ﻓﻲ هذا
هذا ال…
نظرات ال
الشخصيات اذا
اذا وجدوا
وجدوا اعصارا
الحس الاخلاقي
الاخلاقي لكل
لكل شخصيه
